name,date,value
SSR RSI Smoothed,2015-10-06,69.47824623790585
SSR RSI Smoothed,2015-10-07,69.69015726235361
SSR RSI Smoothed,2015-10-08,69.90081519854274
SSR RSI Smoothed,2015-10-09,70.15212535092911
SSR RSI Smoothed,2015-10-10,70.43920694946934
SSR RSI Smoothed,2015-10-11,70.77499817577622
SSR RSI Smoothed,2015-10-12,70.98679171605866
SSR RSI Smoothed,2015-10-13,71.28418932063573
SSR RSI Smoothed,2015-10-14,71.62525275539413
SSR RSI Smoothed,2015-10-15,71.98806078462655
SSR RSI Smoothed,2015-10-16,72.43698779610789
SSR RSI Smoothed,2015-10-17,72.94735275415158
SSR RSI Smoothed,2015-10-18,73.06756180893917
SSR RSI Smoothed,2015-10-19,73.20708352009514
SSR RSI Smoothed,2015-10-20,73.42913063432925
SSR RSI Smoothed,2015-10-21,73.55793587793363
SSR RSI Smoothed,2015-10-22,73.77719503154843
SSR RSI Smoothed,2015-10-23,74.0296595844165
SSR RSI Smoothed,2015-10-24,74.32616377849507
SSR RSI Smoothed,2015-10-25,74.6398511316516
SSR RSI Smoothed,2015-10-26,74.95559814596538
SSR RSI Smoothed,2015-10-27,75.32965577095595
SSR RSI Smoothed,2015-10-28,75.74515880448686
SSR RSI Smoothed,2015-10-29,76.19585930787036
SSR RSI Smoothed,2015-10-30,76.67872738210211
SSR RSI Smoothed,2015-10-31,76.71918443841851
SSR RSI Smoothed,2015-11-01,76.86407662618919
SSR RSI Smoothed,2015-11-02,77.15386999559658
SSR RSI Smoothed,2015-11-03,77.52683137320422
SSR RSI Smoothed,2015-11-04,77.8978590383787
SSR RSI Smoothed,2015-11-05,77.9045487581233
SSR RSI Smoothed,2015-11-06,77.74826750161303
SSR RSI Smoothed,2015-11-07,77.66557256170114
SSR RSI Smoothed,2015-11-08,77.39824030311729
SSR RSI Smoothed,2015-11-09,77.18715342692983
SSR RSI Smoothed,2015-11-10,76.52503954088826
SSR RSI Smoothed,2015-11-11,75.66066606706146
SSR RSI Smoothed,2015-11-12,75.02730013127275
SSR RSI Smoothed,2015-11-13,74.41359365390281
SSR RSI Smoothed,2015-11-14,73.78631099984891
SSR RSI Smoothed,2015-11-15,73.0746520655872
SSR RSI Smoothed,2015-11-16,72.47601798300019
SSR RSI Smoothed,2015-11-17,71.93488371739392
SSR RSI Smoothed,2015-11-18,71.41278799877911
SSR RSI Smoothed,2015-11-19,70.81994631732329
SSR RSI Smoothed,2015-11-20,70.20910176606986
SSR RSI Smoothed,2015-11-21,69.66071429289916
SSR RSI Smoothed,2015-11-22,69.11026866855738
SSR RSI Smoothed,2015-11-23,68.57455841819814
SSR RSI Smoothed,2015-11-24,68.0256724971266
SSR RSI Smoothed,2015-11-25,67.60740425668713
SSR RSI Smoothed,2015-11-26,67.46610535910872
SSR RSI Smoothed,2015-11-27,67.35681791430724
SSR RSI Smoothed,2015-11-28,67.2182074294455
SSR RSI Smoothed,2015-11-29,67.20995693667314
SSR RSI Smoothed,2015-11-30,67.24635036468017
SSR RSI Smoothed,2015-12-01,66.02451710554486
SSR RSI Smoothed,2015-12-02,64.83653066685356
SSR RSI Smoothed,2015-12-03,63.69692388906004
SSR RSI Smoothed,2015-12-04,62.60039002663647
SSR RSI Smoothed,2015-12-05,61.64276352218768
SSR RSI Smoothed,2015-12-06,60.73087508543419
SSR RSI Smoothed,2015-12-07,59.85609495435466
SSR RSI Smoothed,2015-12-08,59.09110653612512
SSR RSI Smoothed,2015-12-09,58.367618198377805
SSR RSI Smoothed,2015-12-10,57.66146544145436
SSR RSI Smoothed,2015-12-11,57.158206320898216
SSR RSI Smoothed,2015-12-12,56.61641834464747
SSR RSI Smoothed,2015-12-13,56.08680291795444
SSR RSI Smoothed,2015-12-14,55.61834018512787
SSR RSI Smoothed,2015-12-15,55.27416041852004
SSR RSI Smoothed,2015-12-16,54.90018852702485
SSR RSI Smoothed,2015-12-17,54.5492430290593
SSR RSI Smoothed,2015-12-18,54.24822417905954
SSR RSI Smoothed,2015-12-19,53.94800826297857
SSR RSI Smoothed,2015-12-20,53.567233912397306
SSR RSI Smoothed,2015-12-21,53.17744839508256
SSR RSI Smoothed,2015-12-22,52.788375373855246
SSR RSI Smoothed,2015-12-23,52.4676136719135
SSR RSI Smoothed,2015-12-24,52.254635402016625
SSR RSI Smoothed,2015-12-25,52.04770142996486
SSR RSI Smoothed,2015-12-26,51.63796871107287
SSR RSI Smoothed,2015-12-27,51.27890676990084
SSR RSI Smoothed,2015-12-28,50.9226179939495
SSR RSI Smoothed,2015-12-29,50.668567571375974
SSR RSI Smoothed,2015-12-30,50.39005954416013
SSR RSI Smoothed,2015-12-31,50.15590365989184
SSR RSI Smoothed,2016-01-01,49.97883637390746
SSR RSI Smoothed,2016-01-02,49.808379026838374
SSR RSI Smoothed,2016-01-03,49.61032091071042
SSR RSI Smoothed,2016-01-04,49.45966251761398
SSR RSI Smoothed,2016-01-05,49.30930072681208
SSR RSI Smoothed,2016-01-06,48.46644865110406
SSR RSI Smoothed,2016-01-07,47.8102902268056
SSR RSI Smoothed,2016-01-08,47.16540242800446
SSR RSI Smoothed,2016-01-09,46.53251685362496
SSR RSI Smoothed,2016-01-10,45.91734533733616
SSR RSI Smoothed,2016-01-11,45.32958249889988
SSR RSI Smoothed,2016-01-12,44.743240818679894
SSR RSI Smoothed,2016-01-13,44.15243765906685
SSR RSI Smoothed,2016-01-14,43.57485614275539
SSR RSI Smoothed,2016-01-15,42.87441651463372
SSR RSI Smoothed,2016-01-16,42.35701056099479
SSR RSI Smoothed,2016-01-17,41.84327083788233
SSR RSI Smoothed,2016-01-18,41.37234226283291
SSR RSI Smoothed,2016-01-19,40.898689513102156
SSR RSI Smoothed,2016-01-20,40.776265069216585
SSR RSI Smoothed,2016-01-21,40.617404104410475
SSR RSI Smoothed,2016-01-22,40.362963935516554
SSR RSI Smoothed,2016-01-23,40.164788582810694
SSR RSI Smoothed,2016-01-24,40.10719418844549
SSR RSI Smoothed,2016-01-25,40.00618582934424
SSR RSI Smoothed,2016-01-26,39.91184887712136
SSR RSI Smoothed,2016-01-27,39.86062038294227
SSR RSI Smoothed,2016-01-28,39.739004472860096
SSR RSI Smoothed,2016-01-29,39.634446757601815
SSR RSI Smoothed,2016-01-30,39.53082107267652
SSR RSI Smoothed,2016-01-31,39.375834680386994
SSR RSI Smoothed,2016-02-01,39.2917532550849
SSR RSI Smoothed,2016-02-02,39.24333615454851
SSR RSI Smoothed,2016-02-03,39.17177070870382
SSR RSI Smoothed,2016-02-04,39.351066597041715
SSR RSI Smoothed,2016-02-05,39.49228933751684
SSR RSI Smoothed,2016-02-06,39.56016377217162
SSR RSI Smoothed,2016-02-07,39.6470421979108
SSR RSI Smoothed,2016-02-08,39.70419567228154
SSR RSI Smoothed,2016-02-09,39.812001663624294
SSR RSI Smoothed,2016-02-10,40.00500270491799
SSR RSI Smoothed,2016-02-11,40.19253443535582
SSR RSI Smoothed,2016-02-12,40.455796646871384
SSR RSI Smoothed,2016-02-13,40.82186612883506
SSR RSI Smoothed,2016-02-14,41.37174497585435
SSR RSI Smoothed,2016-02-15,41.828313626844526
SSR RSI Smoothed,2016-02-16,42.365080763800904
SSR RSI Smoothed,2016-02-17,42.97719812146924
SSR RSI Smoothed,2016-02-18,43.63635414339399
SSR RSI Smoothed,2016-02-19,44.27188556963786
SSR RSI Smoothed,2016-02-20,45.06438783617007
SSR RSI Smoothed,2016-02-21,45.83251886475502
SSR RSI Smoothed,2016-02-22,46.57975529739832
SSR RSI Smoothed,2016-02-23,47.017127918864965
SSR RSI Smoothed,2016-02-24,47.49302961408867
SSR RSI Smoothed,2016-02-25,47.969016335071586
SSR RSI Smoothed,2016-02-26,48.519112050925166
SSR RSI Smoothed,2016-02-27,49.0771614321041
SSR RSI Smoothed,2016-02-28,49.63330327054286
SSR RSI Smoothed,2016-02-29,50.23162673609747
SSR RSI Smoothed,2016-03-01,50.73012563129246
SSR RSI Smoothed,2016-03-02,51.03527384241883
SSR RSI Smoothed,2016-03-03,51.27954154239033
SSR RSI Smoothed,2016-03-04,51.32772299513596
SSR RSI Smoothed,2016-03-05,51.21537342498783
SSR RSI Smoothed,2016-03-06,51.22433452812307
SSR RSI Smoothed,2016-03-07,51.38374884256152
SSR RSI Smoothed,2016-03-08,51.524430873966665
SSR RSI Smoothed,2016-03-09,51.69188622202457
SSR RSI Smoothed,2016-03-10,51.92365204987148
SSR RSI Smoothed,2016-03-11,52.20478172664593
SSR RSI Smoothed,2016-03-12,52.3037519472495
SSR RSI Smoothed,2016-03-13,52.43911266233433
SSR RSI Smoothed,2016-03-14,52.63578634014442
SSR RSI Smoothed,2016-03-15,52.84666207266946
SSR RSI Smoothed,2016-03-16,53.09571131785106
SSR RSI Smoothed,2016-03-17,53.37877263711714
SSR RSI Smoothed,2016-03-18,53.4370038283997
SSR RSI Smoothed,2016-03-19,53.51616644636414
SSR RSI Smoothed,2016-03-20,53.666862593519696
SSR RSI Smoothed,2016-03-21,53.823086009411654
SSR RSI Smoothed,2016-03-22,54.08510687237301
SSR RSI Smoothed,2016-03-23,54.372134265670475
SSR RSI Smoothed,2016-03-24,54.56732816743051
SSR RSI Smoothed,2016-03-25,54.83168642854795
SSR RSI Smoothed,2016-03-26,55.11843263625535
SSR RSI Smoothed,2016-03-27,55.55742546457131
SSR RSI Smoothed,2016-03-28,55.93479577105977
SSR RSI Smoothed,2016-03-29,56.10684881438683
SSR RSI Smoothed,2016-03-30,56.21230347868408
SSR RSI Smoothed,2016-03-31,56.39954197589778
SSR RSI Smoothed,2016-04-01,56.62578875588613
SSR RSI Smoothed,2016-04-02,56.91299647056334
SSR RSI Smoothed,2016-04-03,57.216514007521255
SSR RSI Smoothed,2016-04-04,57.52182473152431
SSR RSI Smoothed,2016-04-05,57.89446126448105
SSR RSI Smoothed,2016-04-06,58.26511162124136
SSR RSI Smoothed,2016-04-07,58.63695609816192
SSR RSI Smoothed,2016-04-08,58.90972294850412
SSR RSI Smoothed,2016-04-09,59.20182496248323
SSR RSI Smoothed,2016-04-10,59.57790329883338
SSR RSI Smoothed,2016-04-11,59.99089124372096
SSR RSI Smoothed,2016-04-12,60.48476969857662
SSR RSI Smoothed,2016-04-13,60.88669263799744
SSR RSI Smoothed,2016-04-14,61.31546075659092
SSR RSI Smoothed,2016-04-15,61.829916692851235
SSR RSI Smoothed,2016-04-16,62.36671602134026
SSR RSI Smoothed,2016-04-17,62.790362513109926
SSR RSI Smoothed,2016-04-18,63.22626875331122
SSR RSI Smoothed,2016-04-19,63.77691708367704
SSR RSI Smoothed,2016-04-20,64.37821475878437
SSR RSI Smoothed,2016-04-21,65.04841395944469
SSR RSI Smoothed,2016-04-22,65.56617257847915
SSR RSI Smoothed,2016-04-23,66.1297419562815
SSR RSI Smoothed,2016-04-24,66.74996184415957
SSR RSI Smoothed,2016-04-25,67.37034040472116
SSR RSI Smoothed,2016-04-26,68.00286648916952
SSR RSI Smoothed,2016-04-27,67.89462714150446
SSR RSI Smoothed,2016-04-28,66.6820853379272
SSR RSI Smoothed,2016-04-29,65.57434165047013
SSR RSI Smoothed,2016-04-30,64.47894728529454
SSR RSI Smoothed,2016-05-01,63.483082146650204
SSR RSI Smoothed,2016-05-02,62.480964484644616
SSR RSI Smoothed,2016-05-03,61.597194563132554
SSR RSI Smoothed,2016-05-04,60.73306332353521
SSR RSI Smoothed,2016-05-05,59.927204057731814
SSR RSI Smoothed,2016-05-06,59.30383337707903
SSR RSI Smoothed,2016-05-07,58.717539979162574
SSR RSI Smoothed,2016-05-08,58.17217189124771
SSR RSI Smoothed,2016-05-09,57.69329899876793
SSR RSI Smoothed,2016-05-10,57.14329075798199
SSR RSI Smoothed,2016-05-11,56.67380267714614
SSR RSI Smoothed,2016-05-12,56.26961033760729
SSR RSI Smoothed,2016-05-13,55.92911636910596
SSR RSI Smoothed,2016-05-14,55.64296823153202
SSR RSI Smoothed,2016-05-15,55.43657190336187
SSR RSI Smoothed,2016-05-16,55.19878615597436
SSR RSI Smoothed,2016-05-17,54.98596322990919
SSR RSI Smoothed,2016-05-18,54.83565669054618
SSR RSI Smoothed,2016-05-19,54.49841423445116
SSR RSI Smoothed,2016-05-20,54.29743956967286
SSR RSI Smoothed,2016-05-21,54.18505770994539
SSR RSI Smoothed,2016-05-22,54.082954994758865
SSR RSI Smoothed,2016-05-23,54.096105846628305
SSR RSI Smoothed,2016-05-24,54.181864265309244
SSR RSI Smoothed,2016-05-25,54.38158738319905
SSR RSI Smoothed,2016-05-26,54.66720310556969
SSR RSI Smoothed,2016-05-27,55.150846860551916
SSR RSI Smoothed,2016-05-28,55.94407656262825
SSR RSI Smoothed,2016-05-29,56.70951697650953
SSR RSI Smoothed,2016-05-30,57.48603620716049
SSR RSI Smoothed,2016-05-31,58.24354121954532
SSR RSI Smoothed,2016-06-01,57.57571956793793
SSR RSI Smoothed,2016-06-02,56.950905354090224
SSR RSI Smoothed,2016-06-03,56.50156190074552
SSR RSI Smoothed,2016-06-04,56.10243313281045
SSR RSI Smoothed,2016-06-05,55.739821401031044
SSR RSI Smoothed,2016-06-06,55.45773951668357
SSR RSI Smoothed,2016-06-07,55.17235560812865
SSR RSI Smoothed,2016-06-08,54.94155767875828
SSR RSI Smoothed,2016-06-09,54.71112194533043
SSR RSI Smoothed,2016-06-10,54.52827905381543
SSR RSI Smoothed,2016-06-11,54.510092386671445
SSR RSI Smoothed,2016-06-12,54.77450592985982
SSR RSI Smoothed,2016-06-13,55.15332119663733
SSR RSI Smoothed,2016-06-14,54.47516341838972
SSR RSI Smoothed,2016-06-15,53.84414904821563
SSR RSI Smoothed,2016-06-16,53.35794716047378
SSR RSI Smoothed,2016-06-17,52.87793165565854
SSR RSI Smoothed,2016-06-18,52.431605400262086
SSR RSI Smoothed,2016-06-19,52.0195069026767
SSR RSI Smoothed,2016-06-20,51.57238958783901
SSR RSI Smoothed,2016-06-21,51.082308023838614
SSR RSI Smoothed,2016-06-22,50.53016870485618
SSR RSI Smoothed,2016-06-23,50.07247054878019
SSR RSI Smoothed,2016-06-24,49.71396689988986
SSR RSI Smoothed,2016-06-25,49.38467660804675
SSR RSI Smoothed,2016-06-26,49.01615140722189
SSR RSI Smoothed,2016-06-27,48.720373484552766
SSR RSI Smoothed,2016-06-28,48.43194035405253
SSR RSI Smoothed,2016-06-29,48.14390466439906
SSR RSI Smoothed,2016-06-30,47.975339894503655
SSR RSI Smoothed,2016-07-01,47.83279794920285
SSR RSI Smoothed,2016-07-02,47.77946623036449
SSR RSI Smoothed,2016-07-03,47.644327328782346
SSR RSI Smoothed,2016-07-04,47.57880165216996
SSR RSI Smoothed,2016-07-05,47.49716197469411
SSR RSI Smoothed,2016-07-06,47.46445165150934
SSR RSI Smoothed,2016-07-07,47.339968363159
SSR RSI Smoothed,2016-07-08,47.32109469616728
SSR RSI Smoothed,2016-07-09,47.276081914945436
SSR RSI Smoothed,2016-07-10,47.241454017877615
SSR RSI Smoothed,2016-07-11,47.2275597734467
SSR RSI Smoothed,2016-07-12,46.98516939115502
SSR RSI Smoothed,2016-07-13,46.732261408576164
SSR RSI Smoothed,2016-07-14,46.515435776995076
SSR RSI Smoothed,2016-07-15,46.34882535418742
SSR RSI Smoothed,2016-07-16,46.201339868014614
SSR RSI Smoothed,2016-07-17,46.150892813592385
SSR RSI Smoothed,2016-07-18,46.09754578088136
SSR RSI Smoothed,2016-07-19,46.067644511810194
SSR RSI Smoothed,2016-07-20,46.02797608968336
SSR RSI Smoothed,2016-07-21,46.014294540380824
SSR RSI Smoothed,2016-07-22,45.94564924197689
SSR RSI Smoothed,2016-07-23,45.95172637083861
SSR RSI Smoothed,2016-07-24,46.00011960842575
SSR RSI Smoothed,2016-07-25,46.0280543518797
SSR RSI Smoothed,2016-07-26,46.07287949830811
SSR RSI Smoothed,2016-07-27,46.15048928724995
SSR RSI Smoothed,2016-07-28,46.24816833267861
SSR RSI Smoothed,2016-07-29,46.3779277135596
SSR RSI Smoothed,2016-07-30,46.510186598964864
SSR RSI Smoothed,2016-07-31,46.41752157297579
SSR RSI Smoothed,2016-08-01,46.223018243040265
SSR RSI Smoothed,2016-08-02,45.676747600579624
SSR RSI Smoothed,2016-08-03,45.49393535937454
SSR RSI Smoothed,2016-08-04,45.41693324018676
SSR RSI Smoothed,2016-08-05,45.342717256928594
SSR RSI Smoothed,2016-08-06,45.35103136919029
SSR RSI Smoothed,2016-08-07,45.40423128188896
SSR RSI Smoothed,2016-08-08,45.452735697045135
SSR RSI Smoothed,2016-08-09,45.49059686391866
SSR RSI Smoothed,2016-08-10,45.56364364965388
SSR RSI Smoothed,2016-08-11,45.65326674406846
SSR RSI Smoothed,2016-08-12,45.741099288254695
SSR RSI Smoothed,2016-08-13,45.83283550877164
SSR RSI Smoothed,2016-08-14,45.815151860548944
SSR RSI Smoothed,2016-08-15,45.77537020552694
SSR RSI Smoothed,2016-08-16,45.89296796906293
SSR RSI Smoothed,2016-08-17,45.98213557741753
SSR RSI Smoothed,2016-08-18,46.09021547856034
SSR RSI Smoothed,2016-08-19,46.23117798762128
SSR RSI Smoothed,2016-08-20,46.485502382374065
SSR RSI Smoothed,2016-08-21,46.74756165858291
SSR RSI Smoothed,2016-08-22,47.0785288440558
SSR RSI Smoothed,2016-08-23,47.401888309653614
SSR RSI Smoothed,2016-08-24,47.690362476357656
SSR RSI Smoothed,2016-08-25,47.96615132501889
SSR RSI Smoothed,2016-08-26,48.306314476422436
SSR RSI Smoothed,2016-08-27,48.51592163022833
SSR RSI Smoothed,2016-08-28,48.8255668948532
SSR RSI Smoothed,2016-08-29,49.13782362017135
SSR RSI Smoothed,2016-08-30,49.50966892457492
SSR RSI Smoothed,2016-08-31,49.852280155840766
SSR RSI Smoothed,2016-09-01,50.226729447085845
SSR RSI Smoothed,2016-09-02,50.69581399354886
SSR RSI Smoothed,2016-09-03,51.41909182252912
SSR RSI Smoothed,2016-09-04,52.21315856760726
SSR RSI Smoothed,2016-09-05,52.98481464699793
SSR RSI Smoothed,2016-09-06,53.78936236283321
SSR RSI Smoothed,2016-09-07,54.60643925231894
SSR RSI Smoothed,2016-09-08,55.491034670021904
SSR RSI Smoothed,2016-09-09,56.24914743736588
SSR RSI Smoothed,2016-09-10,57.012392088164624
SSR RSI Smoothed,2016-09-11,57.450717028795545
SSR RSI Smoothed,2016-09-12,57.898663175414775
SSR RSI Smoothed,2016-09-13,58.36945881988321
SSR RSI Smoothed,2016-09-14,58.86007784442347
SSR RSI Smoothed,2016-09-15,59.34543899822884
SSR RSI Smoothed,2016-09-16,59.85230393891614
SSR RSI Smoothed,2016-09-17,60.36981615306422
SSR RSI Smoothed,2016-09-18,60.93175571009772
SSR RSI Smoothed,2016-09-19,61.48262117640451
SSR RSI Smoothed,2016-09-20,62.0392761538455
SSR RSI Smoothed,2016-09-21,62.32472692789344
SSR RSI Smoothed,2016-09-22,62.622328665932216
SSR RSI Smoothed,2016-09-23,63.0165426536128
SSR RSI Smoothed,2016-09-24,63.433198326997335
SSR RSI Smoothed,2016-09-25,63.84995981558689
SSR RSI Smoothed,2016-09-26,64.33812511627505
SSR RSI Smoothed,2016-09-27,64.82709062334133
SSR RSI Smoothed,2016-09-28,65.32550372684923
SSR RSI Smoothed,2016-09-29,65.84049032289444
SSR RSI Smoothed,2016-09-30,66.39192014811626
SSR RSI Smoothed,2016-10-01,66.98797748626222
SSR RSI Smoothed,2016-10-02,67.56414070963736
SSR RSI Smoothed,2016-10-03,68.14910409359256
SSR RSI Smoothed,2016-10-04,68.72244617577014
SSR RSI Smoothed,2016-10-05,69.31063808596515
SSR RSI Smoothed,2016-10-06,69.89843310586963
SSR RSI Smoothed,2016-10-07,70.51356691840328
SSR RSI Smoothed,2016-10-08,71.1307729983682
SSR RSI Smoothed,2016-10-09,71.73597334472218
SSR RSI Smoothed,2016-10-10,72.34103537548552
SSR RSI Smoothed,2016-10-11,73.00025207009033
SSR RSI Smoothed,2016-10-12,73.55752536541326
SSR RSI Smoothed,2016-10-13,74.10682735537044
SSR RSI Smoothed,2016-10-14,74.66223574687248
SSR RSI Smoothed,2016-10-15,75.20573617690829
SSR RSI Smoothed,2016-10-16,75.75649921302575
SSR RSI Smoothed,2016-10-17,76.29174845710445
SSR RSI Smoothed,2016-10-18,76.8126180811573
SSR RSI Smoothed,2016-10-19,77.24109979187922
SSR RSI Smoothed,2016-10-20,77.66897253549396
SSR RSI Smoothed,2016-10-21,78.1076124260159
SSR RSI Smoothed,2016-10-22,78.60045773490899
SSR RSI Smoothed,2016-10-23,79.08201674604891
SSR RSI Smoothed,2016-10-24,79.55383091778835
SSR RSI Smoothed,2016-10-25,80.02860579589014
SSR RSI Smoothed,2016-10-26,80.51811356633223
SSR RSI Smoothed,2016-10-27,81.00692115315738
SSR RSI Smoothed,2016-10-28,81.48762777428368
SSR RSI Smoothed,2016-10-29,81.97097076800252
SSR RSI Smoothed,2016-10-30,82.19267217432744
SSR RSI Smoothed,2016-10-31,82.41840246865104
SSR RSI Smoothed,2016-11-01,82.70805568196177
SSR RSI Smoothed,2016-11-02,83.0105422358128
SSR RSI Smoothed,2016-11-03,82.65049058296202
SSR RSI Smoothed,2016-11-04,82.3908735918389
SSR RSI Smoothed,2016-11-05,82.16582282518122
SSR RSI Smoothed,2016-11-06,82.00459338043265
SSR RSI Smoothed,2016-11-07,81.79469295198406
SSR RSI Smoothed,2016-11-08,81.63837266150777
SSR RSI Smoothed,2016-11-09,81.54701173100145
SSR RSI Smoothed,2016-11-10,81.4276254673143
SSR RSI Smoothed,2016-11-11,81.34608989128743
SSR RSI Smoothed,2016-11-12,81.17977347111243
SSR RSI Smoothed,2016-11-13,81.04490822978435
SSR RSI Smoothed,2016-11-14,80.9415403588351
SSR RSI Smoothed,2016-11-15,80.89024268876196
SSR RSI Smoothed,2016-11-16,80.96540951769326
SSR RSI Smoothed,2016-11-17,80.99066731650318
SSR RSI Smoothed,2016-11-18,81.07471441519601
SSR RSI Smoothed,2016-11-19,81.17285501861002
SSR RSI Smoothed,2016-11-20,81.0000952795846
SSR RSI Smoothed,2016-11-21,80.87811853454367
SSR RSI Smoothed,2016-11-22,80.82513267568136
SSR RSI Smoothed,2016-11-23,80.7305974533417
SSR RSI Smoothed,2016-11-24,80.63926484187108
SSR RSI Smoothed,2016-11-25,80.58151024509922
SSR RSI Smoothed,2016-11-26,80.50387988487873
SSR RSI Smoothed,2016-11-27,80.37108200809223
SSR RSI Smoothed,2016-11-28,80.28031382034852
SSR RSI Smoothed,2016-11-29,80.22499307079323
SSR RSI Smoothed,2016-11-30,80.24885115228902
SSR RSI Smoothed,2016-12-01,80.34084791649202
SSR RSI Smoothed,2016-12-02,80.50948454001993
SSR RSI Smoothed,2016-12-03,80.6322853990802
SSR RSI Smoothed,2016-12-04,80.76714327891236
SSR RSI Smoothed,2016-12-05,80.70129509535917
SSR RSI Smoothed,2016-12-06,80.68910332143066
SSR RSI Smoothed,2016-12-07,80.7222862537215
SSR RSI Smoothed,2016-12-08,80.78300442177064
SSR RSI Smoothed,2016-12-09,80.87592736466539
SSR RSI Smoothed,2016-12-10,80.99582011377349
SSR RSI Smoothed,2016-12-11,81.0951534815579
SSR RSI Smoothed,2016-12-12,81.23994704691259
SSR RSI Smoothed,2016-12-13,81.39893202394126
SSR RSI Smoothed,2016-12-14,81.56697584900675
SSR RSI Smoothed,2016-12-15,81.74792751559794
SSR RSI Smoothed,2016-12-16,81.9632116902591
SSR RSI Smoothed,2016-12-17,82.20966358355707
SSR RSI Smoothed,2016-12-18,82.45824680621773
SSR RSI Smoothed,2016-12-19,82.70549446624432
SSR RSI Smoothed,2016-12-20,82.97648343711147
SSR RSI Smoothed,2016-12-21,83.29634769841125
SSR RSI Smoothed,2016-12-22,83.6447515934669
SSR RSI Smoothed,2016-12-23,84.02407811303209
SSR RSI Smoothed,2016-12-24,84.10122014009777
SSR RSI Smoothed,2016-12-25,84.19123434367485
SSR RSI Smoothed,2016-12-26,84.29777534245483
SSR RSI Smoothed,2016-12-27,84.44500929449397
SSR RSI Smoothed,2016-12-28,84.6591896449292
SSR RSI Smoothed,2016-12-29,84.83982699191768
SSR RSI Smoothed,2016-12-30,83.47874682033945
SSR RSI Smoothed,2016-12-31,82.18003671086471
SSR RSI Smoothed,2017-01-01,80.99713651542908
SSR RSI Smoothed,2017-01-02,79.90521157094304
SSR RSI Smoothed,2017-01-03,78.8902264414791
SSR RSI Smoothed,2017-01-04,78.15123806942576
SSR RSI Smoothed,2017-01-05,76.76348737862966
SSR RSI Smoothed,2017-01-06,75.35823535658291
SSR RSI Smoothed,2017-01-07,74.01241406411728
SSR RSI Smoothed,2017-01-08,72.72174569752386
SSR RSI Smoothed,2017-01-09,71.46412545061828
SSR RSI Smoothed,2017-01-10,70.25219526178158
SSR RSI Smoothed,2017-01-11,68.99474092047275
SSR RSI Smoothed,2017-01-12,67.81190362326446
SSR RSI Smoothed,2017-01-13,66.70486691558604
SSR RSI Smoothed,2017-01-14,65.62639355134456
SSR RSI Smoothed,2017-01-15,64.59375967993743
SSR RSI Smoothed,2017-01-16,63.61116819740451
SSR RSI Smoothed,2017-01-17,62.82919308520723
SSR RSI Smoothed,2017-01-18,62.042740318731866
SSR RSI Smoothed,2017-01-19,61.33241471315028
SSR RSI Smoothed,2017-01-20,60.636387279391364
SSR RSI Smoothed,2017-01-21,60.03869355005005
SSR RSI Smoothed,2017-01-22,59.45990563376031
SSR RSI Smoothed,2017-01-23,58.89598874658428
SSR RSI Smoothed,2017-01-24,58.294122899196964
SSR RSI Smoothed,2017-01-25,57.74163674367687
SSR RSI Smoothed,2017-01-26,57.27834482312481
SSR RSI Smoothed,2017-01-27,56.848346658928065
SSR RSI Smoothed,2017-01-28,56.444665690137455
SSR RSI Smoothed,2017-01-29,56.038015945310946
SSR RSI Smoothed,2017-01-30,55.66769224992411
SSR RSI Smoothed,2017-01-31,54.73326220136452
SSR RSI Smoothed,2017-02-01,53.86819444160273
SSR RSI Smoothed,2017-02-02,53.07454052442391
SSR RSI Smoothed,2017-02-03,52.32629437348374
SSR RSI Smoothed,2017-02-04,51.64670912313296
SSR RSI Smoothed,2017-02-05,50.97219780112619
SSR RSI Smoothed,2017-02-06,50.34593473938336
SSR RSI Smoothed,2017-02-07,49.82002795888157
SSR RSI Smoothed,2017-02-08,49.31415543179574
SSR RSI Smoothed,2017-02-09,48.742795277622996
SSR RSI Smoothed,2017-02-10,48.23489309717562
SSR RSI Smoothed,2017-02-11,47.79232856911977
SSR RSI Smoothed,2017-02-12,47.359746259230846
SSR RSI Smoothed,2017-02-13,46.9346903599655
SSR RSI Smoothed,2017-02-14,46.57413425674844
SSR RSI Smoothed,2017-02-15,46.24104878488265
SSR RSI Smoothed,2017-02-16,46.010228570298445
SSR RSI Smoothed,2017-02-17,45.87247662216571
SSR RSI Smoothed,2017-02-18,45.75328829268169
SSR RSI Smoothed,2017-02-19,45.6397051567876
SSR RSI Smoothed,2017-02-20,45.6533287902005
SSR RSI Smoothed,2017-02-21,45.814228964534806
SSR RSI Smoothed,2017-02-22,45.982094882221645
SSR RSI Smoothed,2017-02-23,46.33684389292253
SSR RSI Smoothed,2017-02-24,46.6783327955796
SSR RSI Smoothed,2017-02-25,46.88469489038664
SSR RSI Smoothed,2017-02-26,47.18912935207002
SSR RSI Smoothed,2017-02-27,47.53058492784477
SSR RSI Smoothed,2017-02-28,47.84794393069479
SSR RSI Smoothed,2017-03-01,48.28651072790945
SSR RSI Smoothed,2017-03-02,48.811034544779055
SSR RSI Smoothed,2017-03-03,49.390352642798945
SSR RSI Smoothed,2017-03-04,49.860854241193195
SSR RSI Smoothed,2017-03-05,50.34390632139207
SSR RSI Smoothed,2017-03-06,50.836048825496995
